EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
-1248.39150133	200.0	1.60637e-06	1.41796	0.0	0.411537065242	2600
-1236.86850944	200.0	2.4238e-06	1.41643	0.388102057487	0.394322011359	5200
-1191.47191892	200.0	4.15701e-07	1.41611	0.327891736456	0.330435207335	7800
-1367.089357	200.0	2.9511e-06	1.41774	0.329134645576	0.336535558598	10400
-1205.11094505	200.0	8.31562e-06	1.41887	0.331461285255	0.360651207705	13000
-1351.91416388	200.0	4.39841e-05	1.42367	0.416387440428	0.431298305203	15600
-1140.82587037	200.0	7.96144e-05	1.42842	0.401109888664	0.438955268852	18200
-1232.1134356	200.0	0.000247712	1.4381	0.470800833868	0.490429415531	20800
-1257.30431508	200.0	0.0025358	1.45377	0.436220252087	0.441043725736	23400
-1171.85328576	200.0	0.00427657	1.47099	0.516123147847	0.526441187265	26000
-1131.22731391	200.0	0.000934052	1.49696	0.356872986934	0.397775580802	28600
-1231.95795708	200.0	0.00162493	1.47608	0.460255299646	0.508311130164	31200
-1247.72405305	200.0	0.00118624	1.48186	0.366079519106	0.397580500271	33800
-1317.48865394	200.0	0.000210082	1.48481	0.428194857017	0.443485290118	36400
-1202.79301028	200.0	0.000534024	1.5073	0.219547572594	0.275021933088	39000
-1241.01913703	200.0	0.000773906	1.5256	0.370201625052	0.388767210522	41600
-1210.41446919	200.0	0.010911	1.61453	0.439605556103	0.446799930371	44200
-1048.35419887	200.0	0.0193949	1.72957	0.417997311472	0.478163988403	46800
-1249.76464088	200.0	0.0316412	1.83958	0.274314134671	0.369339361288	49400
-1199.8749877	200.0	0.0361695	1.93402	0.459604290257	0.469275800404	52000
-1142.03649264	200.0	0.0351894	1.96004	0.208531455652	0.283806540951	54600
-1220.26848449	200.0	0.0206184	2.00014	0.423387062129	0.465672305437	57200
-1163.22340913	200.0	0.00841123	1.96364	0.354908327263	0.365386098311	59800
-1152.58318181	200.0	0.00583634	2.08908	0.282946917138	0.298146890422	62400
-1085.84347924	200.0	0.00139978	2.06207	0.19774996722	0.218122990051	65000
-1123.29943147	200.0	0.0014479	1.87316	0.192009674014	0.198173100775	67600
-1108.61617381	200.0	0.00276946	2.23075	0.24559420667	0.263460507502	70200
-1152.34995856	200.0	0.00261832	2.17727	0.359673658115	0.368609357273	72800
-1121.89337961	200.0	0.00268787	2.13742	0.315449557833	0.324484736097	75400
-1226.96197898	200.0	0.00162885	2.19133	0.344102007855	0.373350569351	78000
-1134.15529023	200.0	0.000636854	2.21864	0.273654171645	0.294188700765	80600
-1138.39241541	200.0	0.00348	2.46818	0.438752030365	0.493734595151	83200
-1153.6216303	200.0	0.00526593	2.54194	0.45543992023	0.462685612178	85800
-1241.72840792	200.0	0.000397374	2.22617	0.418190058128	0.44014490603	88400
-1174.37658081	200.0	0.00243461	2.62877	0.362382396452	0.371872746854	91000
-1168.09245168	200.0	0.000539224	2.44183	0.454176493541	0.458062295692	93600
-1211.15647868	200.0	0.00193002	2.57211	0.331037758378	0.354118489178	96200
-1221.14613164	200.0	0.00138827	2.5842	0.521443004042	0.5590309318	98800
-1161.541523	200.0	0.00135298	2.61898	0.422678834008	0.445910277723	101400
-1057.54736306	200.0	0.00121485	2.80317	0.27165683984	0.331993679787	104000
-1134.89550884	200.0	0.0032556	2.96534	0.273191647615	0.283761749996	106600
-1192.46903767	200.0	0.0115984	2.92347	0.428191938987	0.462919816774	109200
-1238.15504042	200.0	0.00133272	2.80844	0.390072734759	0.403523177162	111800
-1102.28680389	200.0	0.000519013	3.02851	0.294795496091	0.319537988719	114400
-1213.06274273	200.0	0.00244866	3.12762	0.386747073442	0.394199648379	117000
-1241.40316769	200.0	0.00191971	2.91467	0.398856498367	0.416149283804	119600
-1292.09160832	200.0	0.00174103	3.11106	0.249482128632	0.331108192486	122200
-1191.88058742	200.0	0.000881081	2.98782	0.371989503642	0.462535792154	124800
-1146.18698951	200.0	0.00361509	3.1265	0.495527635854	0.517514092863	127400
-1199.42834306	200.0	0.00481677	3.22285	0.40350532254	0.409363491912	130000
-1168.48383677	200.0	0.00035025	3.31931	0.148005047385	0.228106087453	132600
-1289.8875972	200.0	0.000710503	3.09182	0.346513933632	0.381301058412	135200
-1194.05505668	200.0	0.0137051	3.06446	0.314974171518	0.321960626556	137800
-1182.89785232	200.0	0.00951097	3.1219	0.283204599394	0.314848001162	140400
-1167.14739896	200.0	0.00405261	3.18212	0.332746303338	0.3430981837	143000
-1148.62764742	200.0	0.000768424	3.0313	0.380825364394	0.404903026605	145600
