EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
-1215.79846113	200.0	1.52526e-06	1.41999	0.0	-0.0199095617514	2600
-1222.88384576	200.0	2.77994e-07	1.41944	-0.0215810206352	-0.0712766910418	5200
-1275.87981933	200.0	1.48636e-06	1.4204	-0.0776046730622	-0.182406794536	7800
-1234.69678534	200.0	7.27919e-06	1.42282	-0.151718526672	-0.382664172321	10400
-1167.44625923	200.0	1.42695e-05	1.42656	-0.506597792473	-1.09730281695	13000
-1251.31811681	200.0	4.37395e-05	1.43295	-0.841877339413	-1.4521399125	15600
-1302.02686085	200.0	2.95479e-05	1.43724	-1.27705904266	-1.20794409429	18200
-1139.2380164	200.0	7.76336e-05	1.43886	-1.54556629576	-1.03054104121	20800
-1223.78925681	200.0	0.00112323	1.44016	-1.02814079374	-0.868879807707	23400
-1235.69703445	200.0	0.00169402	1.44446	-0.697903836663	-0.337637282712	26000
-1069.36179368	200.0	0.00151837	1.41642	-0.933746558832	-0.270844491063	28600
-1205.63781116	200.0	0.00884372	1.34857	-0.18304632792	-0.0241902913992	31200
-1206.12689291	200.0	0.00102165	1.33843	0.0536418695413	0.280855417285	33800
-1192.09510498	200.0	0.00195867	1.30946	0.27230372727	0.387510409683	36400
-1252.61023398	200.0	0.00419177	1.35883	0.363054144803	0.424848439175	39000
-1159.44846554	200.0	0.000425889	1.3646	0.464933702935	0.505885536135	41600
-1146.52243427	200.0	0.00106227	1.38114	0.466124705554	0.476172059043	44200
-1131.86972579	200.0	0.000243554	1.39421	0.406487288285	0.423544540456	46800
-1182.4428355	200.0	0.00024431	1.39554	0.391744446671	0.401625319953	49400
-1159.76421397	200.0	0.000677339	1.4126	0.498470531457	0.505685841546	52000
-1184.07550573	200.0	0.00319578	1.44052	0.429337514394	0.435946289888	54600
-1160.95488087	200.0	0.00232187	1.48007	0.485755340151	0.488323914481	57200
-1228.23362624	200.0	0.00591375	1.53518	0.429175764286	0.438273176034	59800
-1087.42232636	200.0	0.0066204	1.57424	0.468478214599	0.479221119457	62400
-1186.30544923	200.0	0.005366	1.64178	0.444672309438	0.44807250384	65000
-1136.39045857	200.0	0.00507213	1.66724	0.383123537071	0.391011056016	67600
-1234.93391145	200.0	0.000938888	1.69761	0.464999464492	0.467929979261	70200
-1212.59516852	200.0	0.00229696	1.69374	0.459945311488	0.472047016788	72800
-1045.84109297	200.0	0.00314051	1.59859	0.473451174208	0.478899490135	75400
-1224.96090168	200.0	0.00457904	1.67859	0.421306937898	0.43361052857	78000
-1341.65371954	200.0	0.0021984	1.71758	0.425403774887	0.432974799501	80600
-1087.11447891	200.0	0.00840129	1.5178	0.410834143619	0.429211435123	83200
-1172.20505068	200.0	0.00410748	1.56753	0.478932410885	0.482255404769	85800
-1285.53281452	200.0	0.00158454	1.61313	0.39837181444	0.406146222407	88400
-1159.90370079	200.0	0.0031546	1.50971	0.30470768081	0.31308386657	91000
-1290.79198303	200.0	0.00331637	1.61315	0.223315269324	0.227114789018	93600
-1205.15533469	200.0	0.000829342	1.50892	0.178166851646	0.193324025674	96200
-1397.35568502	200.0	0.00167764	1.6674	0.201006854992	0.205933419842	98800
-1158.57571783	200.0	0.001935	1.43879	0.285558272738	0.291739838264	101400
-1242.84056115	200.0	0.000553703	1.5007	0.251625274235	0.267140609074	104000
-1309.33382771	200.0	0.00682342	1.57732	0.474751866118	0.485415681715	106600
-1242.07956797	200.0	0.00154807	1.51078	0.538218434015	0.545038647627	109200
-1127.29480453	200.0	0.000376789	1.45768	0.427678069335	0.435802270298	111800
-1121.65435716	200.0	0.000706532	1.42163	0.527758335716	0.535961203287	114400
-1168.79984202	200.0	0.0194484	1.48398	0.5255930179	0.533224420627	117000
-1152.25509209	200.0	0.00175546	1.41949	0.562241882057	0.57015255474	119600
-1213.42477667	200.0	0.00353478	1.42702	0.627358476108	0.634414223772	122200
-1126.55241462	200.0	0.0508163	1.25245	0.57745991235	0.580201108101	124800
-1172.65064624	200.0	0.0210057	1.31956	0.623136749219	0.627946435302	127400
-1011.63943961	200.0	0.0200061	1.18035	0.527122581143	0.537312567489	130000
-993.864491726	200.0	0.00497539	1.15988	0.493613878573	0.501613052653	132600
-1180.87414157	200.0	0.00127021	1.31895	0.54048483131	0.545351554476	135200
-1111.50882109	200.0	0.00141918	1.27888	0.55063035051	0.556118452638	137800
-1241.75359047	200.0	0.000742607	1.32354	0.598305738466	0.602682454182	140400
-1189.51140011	200.0	0.00099693	1.33453	0.620890701437	0.62391598922	143000
-861.609339593	200.0	0.0432907	0.928445	0.480881417847	0.513250297457	145600
-1108.73938403	200.0	0.0111087	0.986458	0.682663270084	0.697313755831	148200
-1030.71158655	200.0	0.0182546	0.87705	0.578536070945	0.596091187342	150800
-1147.04633995	200.0	0.0153883	1.06212	0.65379816105	0.661157270047	153400
-1111.74728803	200.0	0.00687819	1.07229	0.629107763339	0.635018487612	156000
-1100.21945813	200.0	0.000188872	0.995708	0.607139309855	0.609677278638	158600
-1128.50680337	200.0	0.000522785	0.930966	0.600414124334	0.604621175665	161200
-1068.51230376	200.0	0.00242409	0.829384	0.58739488299	0.590408650895	163800
-1216.96336079	200.0	0.00202211	1.05808	0.567224481263	0.573346063872	166400
-1045.88799642	200.0	0.00708086	0.71232	0.537743292027	0.539222380964	169000
-1084.56160904	200.0	0.0110009	0.881926	0.59092099762	0.597559496186	171600
-1128.83594911	200.0	0.00536552	0.982866	0.643044389165	0.650689654453	174200
-993.376088353	200.0	0.00534186	0.685097	0.537287673509	0.544764819885	176800
-997.82400865	200.0	0.00157302	0.764337	0.628846282196	0.637075799439	179400
-983.932565163	200.0	0.00158761	0.770946	0.580724690184	0.58721320799	182000
-954.100389234	200.0	0.00146624	0.771979	0.573609674163	0.588429462769	184600
-1016.55786013	200.0	0.00101743	0.929818	0.593831436721	0.601238142145	187200
-1117.14004915	200.0	0.000628489	0.99075	0.658909540459	0.667421232583	189800
-1069.27723488	200.0	0.00121052	0.942636	0.674059465937	0.688076911592	192400
-1003.35535974	200.0	0.000509604	0.875631	0.600776992405	0.609055305117	195000
-1092.32305593	200.0	0.000404481	0.93768	0.658454845482	0.663771939873	197600
-1014.53739666	200.0	9.07845e-05	0.902368	0.677526971474	0.690327379282	200200
-1053.28618002	200.0	0.000881888	0.959786	0.641909129666	0.658140806837	202800
-1065.12856126	200.0	0.0046649	1.0016	0.70974132844	0.720070708574	205400
-1050.43998501	200.0	0.00243135	1.02296	0.690288310732	0.705106190708	208000
-1086.51233741	200.0	0.000234402	1.08373	0.688939165099	0.692982950859	210600
-1037.97124886	200.0	0.00017761	0.998199	0.724215607564	0.7280340693	213200
-940.172068811	200.0	0.0283353	0.987243	0.535706318097	0.556128491632	215800
-1130.1113613	200.0	0.00590072	1.25926	0.585399974938	0.593716408734	218400
-950.231769279	200.0	0.00079817	1.03884	0.524421528114	0.564765887279	221000
-1059.11983622	200.0	0.000615725	1.12706	0.592148346802	0.602990303899	223600
