EpRewMean	EpLenMean	KLOldNew	Entropy	EVBefore	EVAfter	TimestepsSoFar
-1200.13338346	200.0	1.798e-06	1.42017	0.0	-0.0602479527903	2600
-1254.41801379	200.0	3.70597e-06	1.42176	-0.0942024335746	-0.247565804258	5200
-1149.81358238	200.0	9.62212e-06	1.42435	-0.202171770663	-0.523749541081	7800
-1245.20192174	200.0	1.32608e-05	1.42683	-0.549712836105	-1.07302142984	10400
-1193.85695816	200.0	4.56758e-05	1.43216	-1.63839399388	-1.84274147189	13000
-1452.58523299	200.0	5.51031e-05	1.43666	-0.684853718764	-1.15064030032	15600
-1240.17073355	200.0	0.000176485	1.44368	-2.38692724465	-1.25490968669	18200
-1142.88178595	200.0	0.000795087	1.458	-1.69746566806	-0.959483191603	20800
-1113.34689239	200.0	0.00663149	1.50518	-0.784945845769	-0.448680561028	23400
-1264.03820976	200.0	0.000574465	1.50329	-0.517140777545	-0.241597824422	26000
-1177.38669165	200.0	0.00193325	1.51025	-0.239325781979	0.0365862216554	28600
-1229.04598692	200.0	0.000728833	1.50801	-0.0250216667985	0.162585891747	31200
-1191.59517967	200.0	0.000627881	1.51596	0.118669852242	0.267574752003	33800
-1150.54357868	200.0	0.00220463	1.54625	0.249511397046	0.302886707391	36400
-1054.34216978	200.0	0.00387592	1.54672	0.346073620319	0.395777677605	39000
-1185.61967165	200.0	0.00810515	1.57635	0.288873850815	0.352717419711	41600
-1442.13744524	200.0	0.00620805	1.64116	0.2135035199	0.214865260179	44200
-1399.1871287	200.0	0.00443727	1.69085	0.278094673015	0.292631964568	46800
-1292.42973717	200.0	0.00386602	1.75151	0.321362767565	0.331210023855	49400
-1089.27226338	200.0	0.00633246	1.83482	0.264250876958	0.292156400922	52000
-1036.11924358	200.0	0.0028253	1.88297	0.394141119791	0.461441095468	54600
-1189.82305296	200.0	0.00145987	1.91743	0.2173162811	0.271012901421	57200
-1232.0042351	200.0	0.00136536	1.94263	0.326931215635	0.343737486647	59800
-1226.7419307	200.0	0.0024862	1.98718	0.44931220071	0.475777329835	62400
-1262.1568284	200.0	0.000504504	2.00556	0.398082699209	0.411295867104	65000
-1214.389991	200.0	0.000192022	2.0062	0.488375527977	0.498615440525	67600
-1248.47936525	200.0	0.000848246	2.01216	0.395155121898	0.404183628348	70200
-1159.31528411	200.0	0.00563773	2.08009	0.384187826557	0.389471383253	72800
-1162.00659321	200.0	0.0082206	2.13416	0.443464639991	0.450249969587	75400
-1149.34850306	200.0	0.00148118	2.16941	0.430584946915	0.435575186444	78000
-1247.37426809	200.0	0.000850063	2.18188	0.426747158157	0.437577857596	80600
-1075.27192232	200.0	0.00775298	2.04071	0.323642618458	0.345920869005	83200
-1068.34429518	200.0	0.00155493	1.99968	0.275847860395	0.298533752044	85800
-1188.85215421	200.0	0.00403399	2.04387	0.396027446114	0.406426213218	88400
-1321.81883328	200.0	0.000657342	2.07237	0.465915418509	0.47119103357	91000
-1130.93250683	200.0	0.00216591	1.93751	0.420248482198	0.426849898263	93600
-1257.75919932	200.0	0.00109177	2.00365	0.227595036277	0.24380118551	96200
-1205.33797222	200.0	0.000901965	1.96297	0.432362021288	0.448343130964	98800
-1214.22423177	200.0	0.00323844	1.9728	0.460956297204	0.46361203418	101400
-1218.36496546	200.0	0.00569771	2.02186	0.458334867232	0.480080764006	104000
-1106.25066686	200.0	0.00112211	1.97116	0.449327997197	0.463490464134	106600
-1074.15109293	200.0	0.00125742	1.94283	0.420761046738	0.427603001129	109200
-1138.98674155	200.0	0.000701541	2.02712	0.54848306064	0.565987301764	111800
-977.817963731	200.0	0.00310283	1.90598	0.304897232322	0.308498390712	114400
-1086.04664592	200.0	0.00230141	2.03731	0.398014870663	0.403498948923	117000
-1274.3538297	200.0	0.000658986	2.04803	0.452459117423	0.457083353605	119600
-1175.08921145	200.0	0.00269318	1.99194	0.39417944171	0.39577108657	122200
-1097.42798194	200.0	0.0130877	1.89595	0.502384159107	0.513973445119	124800
-1157.66079508	200.0	0.00623668	1.858	0.481147525845	0.489783671605	127400
-1147.99549618	200.0	0.00015669	1.86357	0.439538251335	0.447339664745	130000
-1237.1082204	200.0	0.000573719	1.87372	0.503874759157	0.506782937589	132600
-1129.88879247	200.0	0.000758408	1.87066	0.43094991414	0.43447596295	135200
-1046.66650917	200.0	0.001165	1.83302	0.55014979205	0.561818283183	137800
-1186.37464193	200.0	0.00630649	1.85603	0.499349448077	0.509712283838	140400
-1077.51692585	200.0	0.00158188	1.79523	0.450488064614	0.455952310756	143000
-1154.8066219	200.0	0.00084517	1.79614	0.458380682559	0.47067392058	145600
-954.556933826	200.0	0.00453852	1.74966	0.459288187949	0.480088776265	148200
-1029.96974688	200.0	0.00196269	1.74498	0.510058861974	0.51577379144	150800
-1132.05333881	200.0	0.00189925	1.76181	0.214123508984	0.247200914806	153400
-1206.49672323	200.0	0.00155646	1.80259	0.215114143	0.238132715527	156000
-1209.71557825	200.0	0.00434391	1.81773	0.231257289897	0.239815578654	158600
-1191.65051972	200.0	0.00192326	1.84162	0.315463144853	0.327656595365	161200
-1205.20784336	200.0	0.00410574	1.85729	0.299741570554	0.307824759502	163800
-1234.83269168	200.0	0.00187582	1.86966	0.257902410542	0.261920421027	166400
-1206.34803818	200.0	0.00526483	1.87153	0.511990548109	0.552983313481	169000
-1084.61389758	200.0	0.00498035	1.77961	0.537693668208	0.566623169128	171600
-1186.83446898	200.0	0.000679713	1.73358	0.315969872881	0.345304720425	174200
-1173.81289281	200.0	0.00183442	1.66362	0.273452884029	0.293855169397	176800
-1129.75001395	200.0	0.00408396	1.69141	0.317154160133	0.355330487866	179400
-1085.74548114	200.0	0.00132242	1.63506	0.205673637615	0.22132840534	182000
-1113.82399344	200.0	0.00108401	1.79945	0.469196354153	0.484754586484	184600
-1113.26708681	200.0	0.000902787	1.77665	0.370716504869	0.388896880937	187200
-1039.99955806	200.0	0.00100712	1.84527	0.332226311906	0.349496362877	189800
-1223.58230058	200.0	0.00306039	1.85129	0.421094750595	0.428604789594	192400
-1141.11225822	200.0	0.00156137	1.90436	0.314890996028	0.333514401336	195000
-1242.60551467	200.0	0.000662911	1.94286	0.363821324684	0.369643868507	197600
-1275.58985079	200.0	0.000804295	1.96468	0.253919502105	0.267607894294	200200
-1283.09822615	200.0	0.00560073	2.04547	0.274192578771	0.279295330177	202800
-1205.18549992	200.0	0.00390078	2.0873	0.312035907251	0.319854455244	205400
-1292.55099394	200.0	0.00506494	2.15654	0.28791285258	0.29176668442	208000
-1239.76245347	200.0	0.00356951	2.18968	0.526257233086	0.561061215793	210600
-1074.64735763	200.0	0.00217668	2.18654	0.355844694064	0.372742593368	213200
-1163.50959786	200.0	0.00278111	2.22092	0.511314317811	0.514402343487	215800
-1036.45475707	200.0	0.00351949	2.23393	0.416951210965	0.429107550816	218400
-1061.47804235	200.0	0.00054599	2.22812	0.363469467265	0.368684075336	221000
-1174.48417677	200.0	0.00144744	2.24627	0.518565282583	0.526524044999	223600
-1138.16943648	200.0	0.00221864	2.30908	0.581805614341	0.596907250791	226200
-1162.77656221	200.0	0.00646333	2.35367	0.576244565316	0.584084877711	228800
-1183.45513977	200.0	0.00336644	2.33857	0.569558300105	0.579391366305	231400
-1047.97773369	200.0	0.00352434	2.17961	0.321726581608	0.367507413174	234000
-1097.62002885	200.0	0.0125211	2.13774	0.378790786506	0.391578721202	236600
-1019.27871941	200.0	0.00704617	2.29539	0.446384569657	0.487040351931	239200
-953.893321255	200.0	0.00258961	2.30207	0.384413375469	0.400753568863	241800
-1141.03173748	200.0	0.00072787	2.29973	0.55321934974	0.567131866001	244400
-1100.62234962	200.0	0.00171006	2.25725	0.488647338932	0.513514476986	247000
-1075.81404097	200.0	0.0106006	2.26654	0.543934716963	0.564180795828	249600
-1009.15702314	200.0	0.00344828	2.26936	0.567010582262	0.588098167722	252200
-1030.15000351	200.0	0.00123707	2.03911	0.253429796797	0.332286926396	254800
-1144.57819781	200.0	0.00010032	2.03268	0.521585320765	0.537955625554	257400
-1053.97278378	200.0	0.0185961	1.98888	0.321630109682	0.341563560636	260000
-1034.56601646	200.0	0.00163342	2.13898	0.52443809552	0.544518346784	262600
-943.355102616	200.0	0.00126205	2.18178	0.419486398457	0.444569667715	265200
-1017.35279671	200.0	0.000110443	2.29131	0.517357200746	0.541346162938	267800
-967.016931093	200.0	0.000613426	2.26467	0.451746162416	0.465312885378	270400
-1068.31334693	200.0	0.00691123	2.17983	0.589369376591	0.601594431277	273000
-1044.48166315	200.0	0.000195304	2.11783	0.641200613275	0.648585661889	275600
-995.090325906	200.0	0.00116314	2.02529	0.425199123134	0.455658720207	278200
-1045.81116737	200.0	0.000980452	2.11596	0.577507071552	0.590534924048	280800
-965.790426483	200.0	0.00299554	2.17506	0.553508068869	0.563777991069	283400
-997.462950378	200.0	0.00476382	2.27903	0.521899514177	0.526111682993	286000
-1082.02231259	200.0	0.00771011	2.31135	0.603651286345	0.611835522398	288600
-977.759691669	200.0	0.00271836	2.33913	0.633131706286	0.665957770058	291200
-1005.91450567	200.0	0.00943442	2.26986	0.522469161281	0.540611320902	293800
-1038.58694244	200.0	0.0017025	2.15587	0.186880169407	0.261546330208	296400
-1069.26409223	200.0	0.00308778	2.0299	0.191387147924	0.224930167116	299000
-1043.5605839	200.0	0.00776749	2.01654	0.370848251885	0.387035747112	301600
-934.619854916	200.0	0.00760209	2.10383	0.316222118929	0.370077806111	304200
-1044.8409283	200.0	0.00171572	2.27279	0.555148788229	0.579195137031	306800
-936.836794558	200.0	0.00132261	2.30992	0.56525412745	0.59167115681	309400
-1033.30630826	200.0	0.000805255	2.43331	0.568473039426	0.587008131424	312000
-1033.37767768	200.0	0.000119015	2.44204	0.544987242513	0.566661728205	314600
-1094.32208204	200.0	0.000221406	2.40626	0.670285698959	0.689917686135	317200
-1099.4894331	200.0	0.000826492	2.42943	0.539612319876	0.551505848647	319800
-1010.35402155	200.0	0.00389226	2.45298	0.497242392004	0.510134963906	322400
-998.688935087	200.0	0.00288292	2.45433	0.602720831845	0.615284477949	325000
-966.27843831	200.0	0.00271956	2.30514	0.635330145332	0.638844504806	327600
-903.371222878	200.0	0.0086766	2.20017	0.620731152415	0.624814275129	330200
-913.273078926	200.0	0.00473888	2.26112	0.675465345002	0.689699934761	332800
-958.346222096	200.0	0.00207289	2.1568	0.621895168918	0.639921989553	335400
-834.604654731	200.0	0.00645032	2.16774	0.649106421206	0.663863016189	338000
-1042.58518052	200.0	0.00218267	2.04605	0.580512887962	0.631052220958	340600
-1068.66318839	200.0	0.000218102	1.94312	0.642847260033	0.654713234595	343200
-846.944441023	200.0	0.00433637	1.94023	0.499304152043	0.521532559647	345800
-944.0841158	200.0	0.000714679	2.02554	0.676338114623	0.682455637479	348400
-857.592517299	200.0	0.00308857	1.99695	0.687742262563	0.699065001188	351000
-806.3549521	200.0	0.00341106	2.04487	0.568929191856	0.579542471106	353600
-968.222932542	200.0	0.00511467	2.05861	0.67989944986	0.683694369495	356200
-994.924264716	200.0	0.00090882	1.97359	0.708397543941	0.716964308533	358800
-1004.38729188	200.0	0.00873781	2.03075	0.645430353707	0.654428611969	361400
-833.359744969	200.0	0.00732262	1.91095	0.637268785289	0.662823300716	364000
-956.268565163	200.0	0.0114698	1.96082	0.668019544171	0.703651818957	366600
-961.779547641	200.0	0.00825425	1.91647	0.728696037676	0.744725558606	369200
-928.798761561	200.0	0.00167216	1.8366	0.659941302836	0.66962201007	371800
-1010.91339282	200.0	0.00292473	1.74635	0.614028414814	0.62631114276	374400
-1082.72487124	200.0	0.00278393	1.71996	0.56584709036	0.582786533703	377000
-980.706612895	200.0	0.00243592	1.66788	0.542919592429	0.556936494307	379600
-1099.23501971	200.0	0.000544642	1.77824	0.574203137764	0.577452429453	382200
-931.100355099	200.0	0.000628872	1.59314	0.473962788046	0.477360195063	384800
-1106.55715972	200.0	0.00145671	1.68581	0.526281472189	0.530850416881	387400
-945.938987203	200.0	0.000984269	1.78857	0.549577071945	0.565813462232	390000
-861.09887677	200.0	0.0036639	1.68489	0.527751035344	0.535863856245	392600
-992.43389405	200.0	0.000698543	1.75094	0.576434993629	0.586163226957	395200
-823.72999403	200.0	0.0416438	1.77449	0.428954089264	0.448430080182	397800
-895.091719005	200.0	0.0102495	1.87239	0.673148849351	0.677942715638	400400
-945.553781195	200.0	0.00476466	2.04414	0.698363930569	0.726304086755	403000
-946.900276603	200.0	0.00112531	2.07622	0.761009813457	0.76660179041	405600
-997.730818613	200.0	0.00277012	2.08523	0.704412803459	0.716107378824	408200
-958.623407838	200.0	0.00281518	2.11608	0.628196619137	0.647398982735	410800
-924.033849602	200.0	0.00323877	2.17052	0.628406545465	0.637859305622	413400
-936.049912211	200.0	0.00289494	2.17247	0.602056484008	0.606936951338	416000
-946.679867903	200.0	0.00169704	2.14909	0.496747031704	0.543973039858	418600
